id,institution_id,account_id,user_id,categorie_id,type,plaid_ref,montant,devise,commentaire,destinataire,destinataire_logo,date_emission,date_validation,role_id,nom,prenom,plaind_access,email,financial_profile,monthly_income_base,monthly_income_summer
8473,5,132,33,2,debit,36f7b78f-bc72-3063-947c-7f5818f0dcef,45.0,EUR,Charges/Eau/Gaz,Delorme Antoine SAS,https://via.placeholder.com/100x100.png/00dd77?text=business+aliquid,2025-05-05 00:00:00,2025-05-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8474,1,130,33,2,debit,85323d34-3e0e-3581-b093-f3e1d57dd2de,20.0,EUR,Internet WiFi,Guibert,https://via.placeholder.com/100x100.png/008822?text=business+similique,2025-05-15 00:00:00,2025-05-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8475,1,130,33,13,debit,c643e3a0-b8f5-38ac-ad98-2a260a5acadb,15.0,EUR,Forfait mobile,Lenoir,https://via.placeholder.com/100x100.png/008888?text=business+minus,2025-05-10 00:00:00,2025-05-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8476,1,130,33,3,debit,eff055d2-54bd-39e4-b8b6-ec8fe964a74c,40.0,EUR,Abonnement transport,Vallee Martin S.A.R.L.,https://via.placeholder.com/100x100.png/00ffaa?text=business+atque,2025-05-01 00:00:00,2025-05-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8477,1,130,33,1,debit,621949f7-d404-3266-a752-552992350e85,35.89,EUR,Courses alimentaires,Bazin,https://via.placeholder.com/100x100.png/00ddaa?text=business+consequatur,2025-05-26 00:00:00,2025-05-26 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8478,4,131,33,5,debit,bca1692f-fee9-3766-aae2-76ad23e62bf7,24.72,EUR,Pharmacie/Sante,Pineau Dufour SA,https://via.placeholder.com/100x100.png/007766?text=business+iusto,2025-05-07 00:00:00,2025-05-07 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8479,4,131,33,4,debit,1452eec8-f2cf-3cb8-9703-87fe091442d3,66.32,EUR,Vetements/Chaussures,Baron Mahe SA,https://via.placeholder.com/100x100.png/0033cc?text=business+magni,2025-05-21 00:00:00,2025-05-21 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8480,4,131,33,12,debit,7618e952-7ce6-3763-ba75-d547bb1b0d08,71.64,EUR,Epargne/Urgence,Masse S.A.S.,https://via.placeholder.com/100x100.png/009988?text=business+soluta,2025-05-06 00:00:00,2025-05-06 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8481,5,132,33,1,debit,117d55d6-537b-3a39-9c47-5ef19ae058df,7.95,EUR,Restaurant U / Cafeteria,Dupre,https://via.placeholder.com/100x100.png/009988?text=business+nam,2025-05-14 00:00:00,2025-05-14 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8482,1,129,33,1,debit,4303a602-544c-382f-9559-1a3ebdf0085f,5.37,EUR,Restaurant U / Cafeteria,Paris S.A.R.L.,https://via.placeholder.com/100x100.png/001144?text=business+est,2025-05-24 00:00:00,2025-05-24 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8483,1,130,33,4,debit,ab877c4d-5061-326f-bccc-ab6668bc316b,32.09,EUR,Vetements/Chaussures,Gilles,https://via.placeholder.com/100x100.png/001188?text=business+praesentium,2025-05-27 00:00:00,2025-05-27 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8484,5,132,33,5,debit,48111148-f605-33c0-b8bc-260d4a7a457a,10.08,EUR,Pharmacie/Sante,Petitjean,https://via.placeholder.com/100x100.png/0077ff?text=business+maxime,2025-05-18 00:00:00,2025-05-18 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8485,4,131,33,4,debit,10868c12-1bed-3dee-bc10-54fb5da4defb,17.57,EUR,Sorties/Soirees,Bigot Chauvin S.A.,https://via.placeholder.com/100x100.png/0011bb?text=business+rerum,2025-05-05 00:00:00,2025-05-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8486,1,130,33,6,credit,a3a71ebf-c6cc-3808-b4cd-ff4b2cb4b37b,500.0,EUR,Bourse mensuelle,Leroux Fouquet SAS,https://via.placeholder.com/100x100.png/0011dd?text=business+molestias,2025-06-03 00:00:00,2025-06-03 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8487,1,130,33,6,credit,38382789-0c48-341d-8272-38e475ebea50,60.0,EUR,Job étudiant - Tutoring,Leger,https://via.placeholder.com/100x100.png/003300?text=business+est,2025-06-06 00:00:00,2025-06-06 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8488,4,131,33,6,credit,2cb58430-27a4-331f-b135-2be220b7adb7,450.0,EUR,Job été - Restaurant,Voisin,https://via.placeholder.com/100x100.png/003355?text=business+nesciunt,2025-06-12 00:00:00,2025-06-12 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8489,5,132,33,2,debit,475095c9-6679-3b00-bc20-a000f99ec642,420.0,EUR,Loyer colocation,Hubert Alexandre et Fils,https://via.placeholder.com/100x100.png/00dd22?text=business+similique,2025-06-01 00:00:00,2025-06-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8490,5,132,33,2,debit,20dc2865-6a49-35d5-b550-cb61030fe3bf,45.0,EUR,Charges/Eau/Gaz,Ruiz Berger S.A.S.,https://via.placeholder.com/100x100.png/005599?text=business+in,2025-06-05 00:00:00,2025-06-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8491,5,132,33,2,debit,3bd9aab8-f468-3c24-a7d5-d25690c36eaf,20.0,EUR,Internet WiFi,Levy Potier S.A.R.L.,https://via.placeholder.com/100x100.png/003311?text=business+libero,2025-06-15 00:00:00,2025-06-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8492,1,130,33,13,debit,a3d748d6-b25d-3109-8b3f-a528f9a2572b,15.0,EUR,Forfait mobile,Gautier Aubert et Fils,https://via.placeholder.com/100x100.png/0055bb?text=business+voluptatibus,2025-06-10 00:00:00,2025-06-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8493,1,129,33,3,debit,56eca8d5-0864-3a33-8b17-6fc404b4589c,40.0,EUR,Abonnement transport,Parent,https://via.placeholder.com/100x100.png/0088bb?text=business+voluptatum,2025-06-01 00:00:00,2025-06-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8494,4,131,33,5,debit,5be0bffe-4909-3916-9e67-ec8895019089,20.0,EUR,Salle de sport,Paris,https://via.placeholder.com/100x100.png/003377?text=business+iure,2025-06-20 00:00:00,2025-06-20 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8495,5,132,33,4,debit,df075b11-5331-30ae-bb0a-d74992610c16,53.03,EUR,Vetements/Chaussures,Turpin,https://via.placeholder.com/100x100.png/00bbcc?text=business+eos,2025-06-28 00:00:00,2025-06-28 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8496,1,130,33,6,credit,3299e378-1e2b-3310-afb3-ea71c4f675a4,60.0,EUR,Job étudiant - Tutoring,Reynaud,https://via.placeholder.com/100x100.png/009900?text=business+dolorum,2025-07-15 00:00:00,2025-07-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8497,1,130,33,6,credit,e2ecdd08-f134-3734-b15c-fcae4675db9f,450.0,EUR,Job été - Restaurant,Traore Dupre S.A.R.L.,https://via.placeholder.com/100x100.png/00bb22?text=business+dicta,2025-07-10 00:00:00,2025-07-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8498,1,129,33,2,debit,f5471bb5-3ae1-3d77-aa6f-d22cdd9297f1,420.0,EUR,Loyer colocation,Schmitt Riviere S.A.R.L.,https://via.placeholder.com/100x100.png/00ff77?text=business+totam,2025-07-01 00:00:00,2025-07-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8499,5,132,33,2,debit,85d15065-0ee3-35bb-9770-b8f6e0a47625,45.0,EUR,Charges/Eau/Gaz,Pereira SA,https://via.placeholder.com/100x100.png/004411?text=business+quia,2025-07-05 00:00:00,2025-07-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8500,1,129,33,2,debit,54c0c8d0-0759-346e-b26a-413b536f8091,20.0,EUR,Internet WiFi,Leconte,https://via.placeholder.com/100x100.png/000011?text=business+modi,2025-07-15 00:00:00,2025-07-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8501,4,131,33,13,debit,bf0b1c05-5e9c-37c2-aeb2-25f08df34c78,15.0,EUR,Forfait mobile,Breton SAS,https://via.placeholder.com/100x100.png/00bb44?text=business+cumque,2025-07-10 00:00:00,2025-07-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8502,5,132,33,3,debit,fcac49f6-c044-37a2-86de-acb48aeebaeb,40.0,EUR,Abonnement transport,Ollivier,https://via.placeholder.com/100x100.png/007744?text=business+fugiat,2025-07-01 00:00:00,2025-07-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8503,5,132,33,1,debit,3e961ade-52ab-3496-98d2-450de147dfd5,11.27,EUR,Dejeuner entre amis,Deschamps Mercier et Fils,https://via.placeholder.com/100x100.png/0066dd?text=business+ut,2025-07-08 00:00:00,2025-07-08 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8504,1,130,33,9,debit,4816d1f2-d21a-306d-99d2-3d0398e9c359,20.76,EUR,Livres/Manuels,Menard,https://via.placeholder.com/100x100.png/00ee66?text=business+sed,2025-07-07 00:00:00,2025-07-07 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8505,1,130,33,5,debit,987b97f8-5daf-3781-8cb9-8de64e9048d7,20.0,EUR,Salle de sport,Guillaume,https://via.placeholder.com/100x100.png/00cc44?text=business+laudantium,2025-07-13 00:00:00,2025-07-13 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8506,4,131,33,1,debit,038d7d09-68c1-35e7-85e0-237dd630b194,45.29,EUR,Courses alimentaires,Martineau S.A.R.L.,https://via.placeholder.com/100x100.png/0066ff?text=business+recusandae,2025-07-28 00:00:00,2025-07-28 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8507,1,130,33,12,debit,ea98e646-67dd-3085-a3d2-839f944a758e,53.24,EUR,Epargne/Urgence,Roussel,https://via.placeholder.com/100x100.png/00ff55?text=business+sed,2025-07-13 00:00:00,2025-07-13 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8508,1,130,33,9,debit,04e04c64-f769-3327-bb06-7a06c78290bc,38.93,EUR,Livres/Manuels,Peltier,https://via.placeholder.com/100x100.png/006688?text=business+quas,2025-07-10 00:00:00,2025-07-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8509,1,130,33,12,debit,cd1a9cdd-76e7-35c4-b4fc-bab0f4b79483,55.75,EUR,Epargne/Urgence,Labbe S.A.R.L.,https://via.placeholder.com/100x100.png/006688?text=business+id,2025-07-02 00:00:00,2025-07-02 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8510,5,132,33,4,debit,db681947-9eb3-3f14-be17-7d82485c13bc,60.28,EUR,Vetements/Chaussures,Marques Gaudin SAS,https://via.placeholder.com/100x100.png/00ee33?text=business+non,2025-07-01 00:00:00,2025-07-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8511,1,130,33,12,debit,a8433751-c3e5-3a8e-915d-54f64e726ec9,88.39,EUR,Epargne/Urgence,Chauvin S.A.S.,https://via.placeholder.com/100x100.png/001177?text=business+sed,2025-07-07 00:00:00,2025-07-07 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8512,1,129,33,4,debit,d01b75fe-8290-33f4-87c3-642b7fb9e096,53.44,EUR,Vetements/Chaussures,Laporte,https://via.placeholder.com/100x100.png/004455?text=business+magni,2025-07-14 00:00:00,2025-07-14 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8513,5,132,33,6,credit,97b996a7-2db0-3d4e-8f00-af58d4dd96a3,60.0,EUR,Job étudiant - Tutoring,Meunier Petit et Fils,https://via.placeholder.com/100x100.png/00aa55?text=business+et,2025-08-19 00:00:00,2025-08-19 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8514,1,130,33,6,credit,0a874bce-5703-396c-8123-c4527d6da460,450.0,EUR,Job été - Restaurant,Georges,https://via.placeholder.com/100x100.png/0033aa?text=business+nihil,2025-08-21 00:00:00,2025-08-21 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8515,1,130,33,2,debit,cb0f6f2c-f108-3580-a802-beeb8727cebf,420.0,EUR,Loyer colocation,Bodin S.A.R.L.,https://via.placeholder.com/100x100.png/0022ff?text=business+recusandae,2025-08-01 00:00:00,2025-08-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8516,1,130,33,2,debit,bd4c842d-8efa-3ab1-9a66-af732b0709b1,45.0,EUR,Charges/Eau/Gaz,Bouvier Diallo S.A.R.L.,https://via.placeholder.com/100x100.png/002266?text=business+ea,2025-08-05 00:00:00,2025-08-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8517,4,131,33,2,debit,cea033c0-7002-3624-8e1a-20ea8e450500,20.0,EUR,Internet WiFi,Pasquier Chretien et Fils,https://via.placeholder.com/100x100.png/00bb55?text=business+ut,2025-08-15 00:00:00,2025-08-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8518,4,131,33,13,debit,92f99a29-f8b5-3410-b2a5-3ed572e90d39,15.0,EUR,Forfait mobile,Berthelot,https://via.placeholder.com/100x100.png/0000ee?text=business+facere,2025-08-10 00:00:00,2025-08-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8519,1,130,33,3,debit,8b8497a2-8466-3ee2-8adf-33295c82f134,40.0,EUR,Abonnement transport,Lelievre,https://via.placeholder.com/100x100.png/00ccbb?text=business+nemo,2025-08-01 00:00:00,2025-08-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8520,1,130,33,4,debit,33cd701a-b8fe-341c-b0a0-bb5809f1a0ad,50.35,EUR,Vetements/Chaussures,Olivier,https://via.placeholder.com/100x100.png/0066aa?text=business+dicta,2025-08-27 00:00:00,2025-08-27 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8521,1,129,33,1,debit,9b366d60-8d38-3560-bbca-17b5307419a1,6.97,EUR,Restaurant U / Cafeteria,Bouvet,https://via.placeholder.com/100x100.png/00dd33?text=business+veniam,2025-08-19 00:00:00,2025-08-19 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8522,1,129,33,9,debit,1d246fbc-b196-3677-92a4-914bc5b27eaa,44.52,EUR,Livres/Manuels,Hamel,https://via.placeholder.com/100x100.png/0033bb?text=business+saepe,2025-08-25 00:00:00,2025-08-25 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8523,1,129,33,1,debit,906762b8-6ffb-3246-91df-ef65ae50aa26,42.7,EUR,Courses alimentaires,Fischer,https://via.placeholder.com/100x100.png/0099bb?text=business+quisquam,2025-08-12 00:00:00,2025-08-12 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8524,1,130,33,1,debit,1b8dcf9e-2a73-347a-a882-a6fc88d53585,5.57,EUR,Restaurant U / Cafeteria,Guillaume,https://via.placeholder.com/100x100.png/004411?text=business+exercitationem,2025-08-23 00:00:00,2025-08-23 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8525,5,132,33,1,debit,036bddb8-27af-3287-a29c-4f0ef8878c0d,6.41,EUR,Restaurant U / Cafeteria,Rossi S.A.,https://via.placeholder.com/100x100.png/00ff33?text=business+sapiente,2025-08-18 00:00:00,2025-08-18 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8526,1,130,33,4,debit,3d892544-58b5-3bb2-8a7c-618aa0b146cd,23.655,EUR,Cinema/Concerts,Morel SA,https://via.placeholder.com/100x100.png/006699?text=business+alias,2025-08-08 00:00:00,2025-08-08 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8527,1,129,33,1,debit,26791b14-bd02-387f-9b1d-4a1b3693df59,35.64,EUR,Courses alimentaires,Schneider,https://via.placeholder.com/100x100.png/000022?text=business+perspiciatis,2025-08-18 00:00:00,2025-08-18 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8528,5,132,33,6,credit,7176c41b-e30a-3a36-be70-fd9b09e0f1b0,500.0,EUR,Bourse mensuelle,Reynaud Bernard et Fils,https://via.placeholder.com/100x100.png/001188?text=business+excepturi,2025-09-03 00:00:00,2025-09-03 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8529,4,131,33,6,credit,1c13ca16-2fab-314e-b6a8-3bbb22d8a657,60.0,EUR,Job étudiant - Tutoring,Guillon,https://via.placeholder.com/100x100.png/007733?text=business+quo,2025-09-18 00:00:00,2025-09-18 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8530,4,131,33,2,debit,eab659c4-c232-3159-9002-244547735591,420.0,EUR,Loyer colocation,Evrard,https://via.placeholder.com/100x100.png/0011aa?text=business+tempora,2025-09-01 00:00:00,2025-09-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8531,1,130,33,2,debit,caa648c3-febb-37a1-b845-20231c3bf5a6,45.0,EUR,Charges/Eau/Gaz,Garnier SAS,https://via.placeholder.com/100x100.png/002288?text=business+excepturi,2025-09-05 00:00:00,2025-09-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8532,5,132,33,2,debit,c36e07aa-c477-3ad2-9a42-4c413cb932c8,20.0,EUR,Internet WiFi,Besson,https://via.placeholder.com/100x100.png/0033ee?text=business+sed,2025-09-15 00:00:00,2025-09-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8533,5,132,33,13,debit,905ef4e9-dae7-3d1c-9996-068416d9e98e,15.0,EUR,Forfait mobile,Vasseur,https://via.placeholder.com/100x100.png/0099dd?text=business+quod,2025-09-10 00:00:00,2025-09-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8534,1,129,33,3,debit,6ca9cb1f-b481-31e4-b3e9-1d5ea73a19cd,40.0,EUR,Abonnement transport,Pelletier,https://via.placeholder.com/100x100.png/009933?text=business+id,2025-09-01 00:00:00,2025-09-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8535,5,132,33,9,debit,9d0e3acc-cbcb-3ef6-befe-e924519bf056,75.75,EUR,Fournitures scolaires,Diallo S.A.,https://via.placeholder.com/100x100.png/00dd77?text=business+repellat,2025-09-02 00:00:00,2025-09-02 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8536,5,132,33,4,debit,42a5e720-62e7-363b-af7d-80792d728a1f,20.89,EUR,Sorties/Soirees,Torres,https://via.placeholder.com/100x100.png/0099bb?text=business+aut,2025-09-22 00:00:00,2025-09-22 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8537,4,131,33,1,debit,0b25e2d6-ed2c-33a4-95ba-333a78dadfc3,5.18,EUR,Restaurant U / Cafeteria,Maillard S.A.R.L.,https://via.placeholder.com/100x100.png/007733?text=business+voluptas,2025-09-17 00:00:00,2025-09-17 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8538,4,131,33,1,debit,02144d32-02dd-3332-a432-1c5f3cfe55cc,6.98,EUR,Restaurant U / Cafeteria,Dufour,https://via.placeholder.com/100x100.png/00aa88?text=business+minus,2025-09-22 00:00:00,2025-09-22 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8539,5,132,33,12,debit,335a2483-13b6-34d2-bef2-e3f4611db68a,57.39,EUR,Epargne/Urgence,Hoarau,https://via.placeholder.com/100x100.png/00bbcc?text=business+hic,2025-09-16 00:00:00,2025-09-16 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8540,5,132,33,5,debit,83a4d2c0-7e21-3a75-a699-9d5b7f045d80,20.0,EUR,Salle de sport,Payet SAS,https://via.placeholder.com/100x100.png/00bbbb?text=business+et,2025-09-26 00:00:00,2025-09-26 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8541,5,132,33,1,debit,d35e45d9-9a44-301b-88a6-cbfd733d2037,7.64,EUR,Restaurant U / Cafeteria,Guillon,https://via.placeholder.com/100x100.png/00cc88?text=business+qui,2025-09-07 00:00:00,2025-09-07 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8542,4,131,33,4,debit,6917f891-b1af-31cc-8181-c9c7cb3afce4,56.78,EUR,Vetements/Chaussures,Paul Weber SA,https://via.placeholder.com/100x100.png/002299?text=business+qui,2025-09-02 00:00:00,2025-09-02 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8543,4,131,33,4,debit,e20eed78-a793-3ce8-b31a-429baa2fcb98,48.48,EUR,Vetements/Chaussures,Auger Nicolas SARL,https://via.placeholder.com/100x100.png/00ccaa?text=business+et,2025-09-14 00:00:00,2025-09-14 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8544,1,130,33,4,debit,43822242-3dfd-31f7-b091-7cc7a532d1a9,16.89,EUR,Sorties/Soirees,Guerin Gonzalez et Fils,https://via.placeholder.com/100x100.png/0099ee?text=business+incidunt,2025-09-04 00:00:00,2025-09-04 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8545,1,130,33,6,credit,fee41524-ac06-32b2-bc0a-b5c765fa04cf,500.0,EUR,Bourse mensuelle,Ledoux,https://via.placeholder.com/100x100.png/0033bb?text=business+qui,2025-10-03 00:00:00,2025-10-03 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8546,1,130,33,14,credit,3973bc47-facd-30c2-9d54-98c416728b1c,320.0,EUR,APL (Aide Logement),Dijoux,https://via.placeholder.com/100x100.png/00ee99?text=business+maxime,2025-10-05 00:00:00,2025-10-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8547,4,131,33,6,credit,63fed4e0-bb6e-3dd7-9a16-e6332d739b9a,60.0,EUR,Job étudiant - Tutoring,Poulain,https://via.placeholder.com/100x100.png/00ccbb?text=business+nihil,2025-10-17 00:00:00,2025-10-17 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8548,4,131,33,2,debit,2dbc35ac-d713-3fd6-b634-c19457df1811,420.0,EUR,Loyer colocation,Roger S.A.S.,https://via.placeholder.com/100x100.png/001122?text=business+doloribus,2025-10-01 00:00:00,2025-10-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8549,1,130,33,2,debit,8db9cd70-fb41-30d8-bec7-4f04e0ce8257,45.0,EUR,Charges/Eau/Gaz,Ledoux,https://via.placeholder.com/100x100.png/00bbee?text=business+numquam,2025-10-05 00:00:00,2025-10-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8550,1,130,33,2,debit,064bdb1f-caf3-3cf9-bf11-08190b78df5e,20.0,EUR,Internet WiFi,Rodriguez Marchal SARL,https://via.placeholder.com/100x100.png/0099ee?text=business+corrupti,2025-10-15 00:00:00,2025-10-15 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8551,1,130,33,13,debit,bcce0d64-6d68-3abf-b333-1933ff620285,15.0,EUR,Forfait mobile,Weiss,https://via.placeholder.com/100x100.png/00eebb?text=business+aut,2025-10-10 00:00:00,2025-10-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8552,4,131,33,3,debit,8472d532-8923-33a6-8c57-fe11c8eda1f7,40.0,EUR,Abonnement transport,Chauvin Blanchet SA,https://via.placeholder.com/100x100.png/009955?text=business+et,2025-10-01 00:00:00,2025-10-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8553,1,130,33,12,debit,304d6b4e-7182-319c-830b-94f77be39f53,68.64,EUR,Epargne/Urgence,Dupuis S.A.R.L.,https://via.placeholder.com/100x100.png/007744?text=business+magni,2025-10-21 00:00:00,2025-10-21 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8554,1,130,33,1,debit,85aa1e70-d474-3211-8fe9-6c3a46f1ffed,6.62,EUR,Restaurant U / Cafeteria,Carlier,https://via.placeholder.com/100x100.png/0000ff?text=business+modi,2025-10-18 00:00:00,2025-10-18 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8555,5,132,33,9,debit,43c6bbb7-1603-3535-9987-22b29b76589b,39.28,EUR,Livres/Manuels,Besson Hamon S.A.R.L.,https://via.placeholder.com/100x100.png/00dd44?text=business+molestiae,2025-10-02 00:00:00,2025-10-02 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8556,4,131,33,12,debit,37c2c9db-fc04-3a9f-ae64-5c592d304856,58.44,EUR,Epargne/Urgence,Reynaud,https://via.placeholder.com/100x100.png/0033cc?text=business+natus,2025-10-18 00:00:00,2025-10-18 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8557,4,131,33,1,debit,b2ae2de6-8efb-3e69-b337-f2e11bd270fc,10.47,EUR,Dejeuner entre amis,Blanc,https://via.placeholder.com/100x100.png/00dd44?text=business+natus,2025-10-25 00:00:00,2025-10-25 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8558,1,129,33,5,debit,3db39e3b-3161-3e86-b57c-1dcd72961b6d,22.43,EUR,Pharmacie/Sante,Lesage et Fils,https://via.placeholder.com/100x100.png/0088dd?text=business+et,2025-10-13 00:00:00,2025-10-13 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8559,1,129,33,1,debit,9d7f8a2b-2b39-3d0b-bd6d-6090c5f44756,42.42,EUR,Courses alimentaires,Guibert,https://via.placeholder.com/100x100.png/004422?text=business+eveniet,2025-10-10 00:00:00,2025-10-10 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8560,1,129,33,1,debit,132de492-a3e8-3e9f-8b4b-16ffb95094bd,45.09,EUR,Courses alimentaires,Pires,https://via.placeholder.com/100x100.png/006677?text=business+quo,2025-10-17 00:00:00,2025-10-17 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8561,4,131,33,4,debit,9b593ee5-3f37-3f3f-ad54-c3bea7cd207e,55.34,EUR,Vetements/Chaussures,Salmon,https://via.placeholder.com/100x100.png/003399?text=business+facilis,2025-10-12 00:00:00,2025-10-12 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8562,1,130,33,6,credit,389190bf-b610-3a04-99a0-31dc12edd803,500.0,EUR,Bourse mensuelle,Valette,https://via.placeholder.com/100x100.png/003377?text=business+harum,2025-11-03 00:00:00,2025-11-03 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8563,5,132,33,14,credit,a0997b99-a55b-36ad-9561-33cc17a3aa05,320.0,EUR,APL (Aide Logement),Thomas SARL,https://via.placeholder.com/100x100.png/0077aa?text=business+et,2025-11-05 00:00:00,2025-11-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8564,1,129,33,6,credit,00a6b99c-f6a7-38e7-a2a2-05da1e7671a2,60.0,EUR,Job étudiant - Tutoring,Potier,https://via.placeholder.com/100x100.png/0077ee?text=business+et,2025-11-21 00:00:00,2025-11-21 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8565,1,130,33,2,debit,a4d5aa26-0416-35fc-bf53-f09fec0cc975,420.0,EUR,Loyer colocation,Michaud S.A.S.,https://via.placeholder.com/100x100.png/00aa44?text=business+quos,2025-11-01 00:00:00,2025-11-01 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
8566,4,131,33,2,debit,a92e7e35-2c35-3d84-acec-e5eb802438fd,65.0,EUR,Charges/Eau/Gaz,Jacquot,https://via.placeholder.com/100x100.png/00ddaa?text=business+ducimus,2025-11-05 00:00:00,2025-11-05 00:00,3,Caroline,Édouard,,antoinette94@example.net,,,
